year,countycode,party,cand,votes,FIPS
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,3,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,7,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,3,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,3,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,4,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,4,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,3,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,3,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,3,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,2,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,1,101
2008,51,OTH,WRITE-IN,0,101
2008,51,OTH,WRITE-IN,1,101
2008,52,DEM,OBAMA,996,103
2008,52,DEM,OBAMA,690,103
2008,52,DEM,OBAMA,682,103
2008,52,DEM,OBAMA,1061,103
2008,52,DEM,OBAMA,973,103
2008,52,DEM,OBAMA,738,103
2008,52,DEM,OBAMA,453,103
2008,52,DEM,OBAMA,443,103
2008,52,DEM,OBAMA,1046,103
2008,52,DEM,OBAMA,1333,103
2008,52,DEM,OBAMA,242,103
2008,52,DEM,OBAMA,323,103
2008,52,DEM,OBAMA,355,103
2008,52,DEM,OBAMA,251,103
2008,52,DEM,OBAMA,729,103
2008,52,DEM,OBAMA,113,103
2008,52,DEM,OBAMA,536,103
2008,52,DEM,OBAMA,529,103
2008,52,REP,MCCAIN,1173,103
2008,52,REP,MCCAIN,857,103
2008,52,REP,MCCAIN,874,103
2008,52,REP,MCCAIN,1374,103
2008,52,REP,MCCAIN,1090,103
2008,52,REP,MCCAIN,875,103
2008,52,REP,MCCAIN,687,103
2008,52,REP,MCCAIN,687,103
2008,52,REP,MCCAIN,607,103
2008,52,REP,MCCAIN,578,103
2008,52,REP,MCCAIN,221,103
2008,52,REP,MCCAIN,316,103
2008,52,REP,MCCAIN,466,103
2008,52,REP,MCCAIN,268,103
2008,52,REP,MCCAIN,1013,103
2008,52,REP,MCCAIN,123,103
2008,52,REP,MCCAIN,658,103
2008,52,REP,MCCAIN,652,103
2008,52,IND,NADER,16,103
2008,52,IND,NADER,11,103
2008,52,IND,NADER,18,103
2008,52,IND,NADER,26,103
2008,52,IND,NADER,18,103
2008,52,IND,NADER,6,103
2008,52,IND,NADER,7,103
2008,52,IND,NADER,14,103
2008,52,IND,NADER,10,103
2008,52,IND,NADER,6,103
2008,52,IND,NADER,8,103
2008,52,IND,NADER,5,103
2008,52,IND,NADER,2,103
2008,52,IND,NADER,7,103
2008,52,IND,NADER,14,103
2008,52,IND,NADER,2,103
2008,52,IND,NADER,4,103
2008,52,IND,NADER,12,103
2008,52,LIB,BARR,3,103
2008,52,LIB,BARR,4,103
2008,52,LIB,BARR,13,103
2008,52,LIB,BARR,8,103
2008,52,LIB,BARR,2,103
2008,52,LIB,BARR,9,103
2008,52,LIB,BARR,11,103
2008,52,LIB,BARR,3,103
2008,52,LIB,BARR,4,103
2008,52,LIB,BARR,5,103
2008,52,LIB,BARR,0,103
2008,52,LIB,BARR,1,103
2008,52,LIB,BARR,3,103
2008,52,LIB,BARR,1,103
2008,52,LIB,BARR,10,103
2008,52,LIB,BARR,0,103
2008,52,LIB,BARR,6,103
2008,52,LIB,BARR,4,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,52,OTH,WRITE-IN,0,103
2008,53,DEM,OBAMA,30,105
2008,53,DEM,OBAMA,47,105
2008,53,DEM,OBAMA,99,105
2008,53,DEM,OBAMA,58,105
2008,53,DEM,OBAMA,25,105
2008,53,DEM,OBAMA,180,105
2008,53,DEM,OBAMA,240,105
2008,53,DEM,OBAMA,100,105
2008,53,DEM,OBAMA,107,105
2008,53,DEM,OBAMA,104,105
2008,53,DEM,OBAMA,98,105
2008,53,DEM,OBAMA,81,105
2008,53,DEM,OBAMA,83,105
2008,53,DEM,OBAMA,54,105
2008,53,DEM,OBAMA,57,105
2008,53,DEM,OBAMA,46,105
2008,53,DEM,OBAMA,36,105
2008,53,DEM,OBAMA,13,105
2008,53,DEM,OBAMA,40,105
2008,53,DEM,OBAMA,16,105
2008,53,DEM,OBAMA,49,105
2008,53,DEM,OBAMA,126,105
2008,53,DEM,OBAMA,28,105
2008,53,DEM,OBAMA,41,105
2008,53,DEM,OBAMA,116,105
2008,53,DEM,OBAMA,15,105
2008,53,DEM,OBAMA,32,105
2008,53,DEM,OBAMA,134,105
2008,53,DEM,OBAMA,21,105
2008,53,DEM,OBAMA,74,105
2008,53,DEM,OBAMA,78,105
2008,53,DEM,OBAMA,60,105
2008,53,DEM,OBAMA,12,105
2008,53,REP,MCCAIN,108,105
2008,53,REP,MCCAIN,151,105
2008,53,REP,MCCAIN,129,105
2008,53,REP,MCCAIN,151,105
2008,53,REP,MCCAIN,58,105
2008,53,REP,MCCAIN,293,105
2008,53,REP,MCCAIN,371,105
2008,53,REP,MCCAIN,276,105
2008,53,REP,MCCAIN,117,105
2008,53,REP,MCCAIN,142,105
2008,53,REP,MCCAIN,210,105
2008,53,REP,MCCAIN,265,105
2008,53,REP,MCCAIN,235,105
2008,53,REP,MCCAIN,122,105
2008,53,REP,MCCAIN,159,105
2008,53,REP,MCCAIN,99,105
2008,53,REP,MCCAIN,77,105
2008,53,REP,MCCAIN,48,105
2008,53,REP,MCCAIN,95,105
2008,53,REP,MCCAIN,36,105
2008,53,REP,MCCAIN,60,105
2008,53,REP,MCCAIN,319,105
2008,53,REP,MCCAIN,109,105
2008,53,REP,MCCAIN,166,105
2008,53,REP,MCCAIN,299,105
2008,53,REP,MCCAIN,29,105
2008,53,REP,MCCAIN,74,105
2008,53,REP,MCCAIN,291,105
2008,53,REP,MCCAIN,15,105
2008,53,REP,MCCAIN,224,105
2008,53,REP,MCCAIN,183,105
2008,53,REP,MCCAIN,149,105
2008,53,REP,MCCAIN,49,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,5,105
2008,53,IND,NADER,7,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,4,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,0,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,0,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,0,105
2008,53,IND,NADER,0,105
2008,53,IND,NADER,5,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,3,105
2008,53,IND,NADER,3,105
2008,53,IND,NADER,0,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,3,105
2008,53,IND,NADER,1,105
2008,53,IND,NADER,3,105
2008,53,IND,NADER,2,105
2008,53,IND,NADER,4,105
2008,53,IND,NADER,1,105
2008,53,LIB,BARR,3,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,1,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,3,105
2008,53,LIB,BARR,1,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,1,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,3,105
2008,53,LIB,BARR,4,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,1,105
2008,53,LIB,BARR,3,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,1,105
2008,53,LIB,BARR,3,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,7,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,0,105
2008,53,LIB,BARR,2,105
2008,53,LIB,BARR,2,105
2008,53,LIB,BARR,0,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,1,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,4,105
2008,53,OTH,WRITE-IN,2,105
2008,53,OTH,WRITE-IN,2,105
2008,53,OTH,WRITE-IN,4,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,6,105
2008,53,OTH,WRITE-IN,2,105
2008,53,OTH,WRITE-IN,8,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,1,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,1,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,0,105
2008,53,OTH,WRITE-IN,1,105
2008,53,OTH,WRITE-IN,1,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,8,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,4,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,3,105
2008,53,OTH,WRITE-IN,4,105
2008,53,OTH,WRITE-IN,1,105
2008,53,OTH,WRITE-IN,2,105
2008,54,DEM,OBAMA,127,107
2008,54,DEM,OBAMA,93,107
2008,54,DEM,OBAMA,126,107
2008,54,DEM,OBAMA,122,107
2008,54,DEM,OBAMA,137,107
2008,54,DEM,OBAMA,111,107
2008,54,DEM,OBAMA,129,107
2008,54,DEM,OBAMA,105,107
2008,54,DEM,OBAMA,133,107
2008,54,DEM,OBAMA,265,107
2008,54,DEM,OBAMA,199,107
2008,54,DEM,OBAMA,116,107
2008,54,DEM,OBAMA,248,107
2008,54,DEM,OBAMA,290,107
2008,54,DEM,OBAMA,83,107
2008,54,DEM,OBAMA,101,107
2008,54,DEM,OBAMA,234,107
2008,54,DEM,OBAMA,72,107
2008,54,DEM,OBAMA,166,107
2008,54,DEM,OBAMA,227,107
2008,54,DEM,OBAMA,68,107
2008,54,DEM,OBAMA,126,107
2008,54,DEM,OBAMA,160,107
2008,54,DEM,OBAMA,100,107
2008,54,DEM,OBAMA,109,107
2008,54,DEM,OBAMA,271,107
2008,54,DEM,OBAMA,158,107
2008,54,DEM,OBAMA,82,107
2008,54,DEM,OBAMA,117,107
2008,54,DEM,OBAMA,76,107
2008,54,DEM,OBAMA,116,107
2008,54,DEM,OBAMA,88,107
2008,54,DEM,OBAMA,49,107
2008,54,DEM,OBAMA,186,107
2008,54,DEM,OBAMA,241,107
2008,54,DEM,OBAMA,155,107
2008,54,DEM,OBAMA,214,107
2008,54,DEM,OBAMA,70,107
2008,54,DEM,OBAMA,76,107
2008,54,DEM,OBAMA,97,107
2008,54,DEM,OBAMA,129,107
2008,54,DEM,OBAMA,110,107
2008,54,DEM,OBAMA,85,107
2008,54,DEM,OBAMA,171,107
2008,54,DEM,OBAMA,256,107
2008,54,DEM,OBAMA,231,107
2008,54,DEM,OBAMA,89,107
2008,54,DEM,OBAMA,172,107
2008,54,DEM,OBAMA,170,107
2008,54,DEM,OBAMA,30,107
2008,54,DEM,OBAMA,106,107
2008,54,DEM,OBAMA,155,107
2008,54,DEM,OBAMA,113,107
2008,54,DEM,OBAMA,120,107
2008,54,DEM,OBAMA,141,107
2008,54,DEM,OBAMA,66,107
2008,54,DEM,OBAMA,104,107
2008,54,DEM,OBAMA,133,107
2008,54,DEM,OBAMA,183,107
2008,54,DEM,OBAMA,181,107
2008,54,DEM,OBAMA,246,107
2008,54,DEM,OBAMA,111,107
2008,54,DEM,OBAMA,110,107
2008,54,DEM,OBAMA,189,107
2008,54,DEM,OBAMA,281,107
2008,54,DEM,OBAMA,224,107
2008,54,DEM,OBAMA,200,107
2008,54,DEM,OBAMA,38,107
2008,54,DEM,OBAMA,88,107
2008,54,DEM,OBAMA,297,107
2008,54,DEM,OBAMA,55,107
2008,54,DEM,OBAMA,139,107
2008,54,DEM,OBAMA,586,107
2008,54,DEM,OBAMA,216,107
2008,54,DEM,OBAMA,363,107
2008,54,DEM,OBAMA,219,107
2008,54,DEM,OBAMA,345,107
2008,54,DEM,OBAMA,299,107
2008,54,DEM,OBAMA,115,107
2008,54,DEM,OBAMA,140,107
2008,54,DEM,OBAMA,449,107
2008,54,DEM,OBAMA,212,107
2008,54,DEM,OBAMA,247,107
2008,54,DEM,OBAMA,171,107
2008,54,DEM,OBAMA,134,107
2008,54,DEM,OBAMA,308,107
2008,54,DEM,OBAMA,68,107
2008,54,DEM,OBAMA,176,107
